customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,support_tickets,churn
CUST_10268,36.0,3.0,62.152587993505065,231 USD,Month-to-month,Credit card,Fiber optic,No,2,Yes
CUST_10269,43.0,39.0,98.44701635866966,$4036.44,Month-to-month,Bank transfer,Fiber optic,No,1,Yes
CUST_10270,58.0,3.0,72.75498462650017,$281.63,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10271,24.0,29.0,78.10621063816765,$2168.14,One year,Mailed check,Fiber optic,No,0,No
CUST_10272,55.0,13.0,76.80235075848452,$1056.84,Month-to-month,Mailed check,DSL,No,0,No
CUST_10273,,17.0,72.7382805855055,1182.24,Two year,Electronic check,Fiber optic,Yes,0,No
CUST_10274,29.0,56.0,62.03659522672106,3777 USD,One year,Mailed check,Fiber optic,No,3,No
CUST_10275,47.0,53.0,83.80898352599876,$4537.90,Month-to-month,Bank transfer,Fiber optic,No,1,Yes
CUST_10276,43.0,41.0,96.48053766615274, 3759.74 ,One year,Mailed check,DSL,No,2,No
CUST_10277,34.0,17.0,93.5888772398216,1595.98,Month-to-month,Mailed check,No,Yes,0,Yes
CUST_10278,42.0,32.0,53.70947873093306,$1753.97,Two year,Electronic check,No,Yes,3,No
CUST_10279,36.0,17.0,72.73951797367646,1227 USD,One year,,Fiber optic,Yes,0,No
CUST_10280,42.0,49.0,58.32985538470639,2781 USD,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10281,49.0,12.0,79.9407816741373,$1046.38,Month-to-month,Mailed check,DSL,No,0,No
CUST_10282,60.0,72.0,47.38257644676426,3689 USD,Two year,Mailed check,No,No,2,No
CUST_10283,26.0,65.0,47.81710506586021,$3093.97,One year,Credit card,Fiber optic,No,0,No
CUST_10284,67.0,32.0,61.976058071871165,2133 USD,Two year,Mailed check,No,No internet service,1,No
CUST_10285,18.0,8.0,109.92263843908134,1063 USD,Month-to-month,Electronic check,DSL,No internet service,5,No
CUST_10286,39.0,3.0,78.10768435984102,294.70,Month-to-month,Mailed check,DSL,Yes,0,No
CUST_10287,48.0,46.0,60.59812296148049, 3023.10 ,Month-to-month,Bank transfer,No,No internet service,1,No
CUST_10288,44.0,4.0,86.97174640779315,457.25,One year,Electronic check,Fiber optic,Yes,1,Yes
CUST_10289,34.0,46.0,81.77441285120375,3733 USD,Month-to-month,Bank transfer,DSL,No,1,Yes
CUST_10290,39.0,16.0,115.01097849844092,2146 USD,Month-to-month,Credit card,DSL,No internet service,2,Yes
CUST_10291,35.0,13.0,81.88900941657096,$1092.01,One year,Electronic check,Fiber optic,No,2,No
CUST_10292,,56.0,68.32788991994889,$3703.70,Month-to-month,Bank transfer,DSL,Yes,1,No
CUST_10293,51.0,22.0,95.05378879992762,2305.28,Month-to-month,Credit card,Fiber optic,No,2,No
CUST_10294,45.0,21.0,53.59538269178205,$1163.69,Month-to-month,Mailed check,Fiber optic,No,1,No
CUST_10295,33.0,20.0,70.07036809328362,$1421.68,One year,Bank transfer,Fiber optic,Yes,4,No
CUST_10296,52.0,11.0,64.1832811040935, 720.70 ,Month-to-month,Electronic check,DSL,No,2,No
CUST_10297,45.0,37.0,57.0584418354962,$2283.28,Month-to-month,Electronic check,No,No,0,No
CUST_10298,51.0,7.0,62.14399035847256, 525.62 ,Month-to-month,Bank transfer,DSL,No,3,No
CUST_10299,49.0,67.0,67.79673370448512,$4671.55,One year,Bank transfer,Fiber optic,No,3,No
CUST_10300,,54.0,80.84782262491274, 4853.33 ,Two year,Credit card,DSL,No internet service,1,No
CUST_10301,34.0,10.0,40.572999602825405,430.07,Month-to-month,Electronic check,Fiber optic,Yes,1,No
CUST_10302,50.0,31.0,73.64431172893538, 2224.47 ,Month-to-month,Mailed check,No,No,1,Yes
CUST_10303,48.0,20.0,80.18982777605744,$1743.76,Two year,Electronic check,Fiber optic,No,0,No
CUST_10304,41.0,10.0,99.03364477764964, 1145.67 ,Two year,Electronic check,Fiber optic,Yes,0,No
CUST_10305,42.0,72.0,54.47100758489387,$3757.61,One year,Mailed check,Fiber optic,No,2,No
CUST_10306,56.0,1.0,91.82933859246332,168.11,Two year,Mailed check,Fiber optic,No,3,No
CUST_10307,34.0,7.0,61.799819297805925,525 USD,One year,Electronic check,No,No,0,No
CUST_10308,48.0,18.0,56.572591548365665, 1177.32 ,One year,Electronic check,No,No internet service,2,No
CUST_10309,39.0,18.0,64.73580959974976, 1265.57 ,Month-to-month,Mailed check,DSL,No,0,Yes
CUST_10310,38.0,,67.87735133973831, ,Month-to-month,Credit card,No,No,0,No
CUST_10311,54.0,33.0,56.15486037708123,$1824.44,Month-to-month,Bank transfer,DSL,No,1,No
CUST_10312,51.0,23.0,111.66300658414139,$2946.12,Two year,Electronic check,DSL,No,3,No
CUST_10313,51.0,22.0,75.65176355479758,1876.85,Two year,Credit card,DSL,Yes,0,No
CUST_10314,57.0,1.0,101.53733641703586,203.62,One year,Bank transfer,DSL,No,1,No
CUST_10315,41.0,11.0,81.74749949638735,1044.80,Month-to-month,Credit card,Fiber optic,No,1,Yes
CUST_10316,49.0,6.0,134.61560419404555,1001 USD,Month-to-month,Electronic check,No,No,4,Yes
CUST_10317,37.0,7.0,109.56360032453726,$952.73,Month-to-month,Mailed check,Fiber optic,No,0,No
CUST_10318,45.0,19.0,66.7199166795362,1425.38,Month-to-month,Credit card,Fiber optic,Yes,0,No
CUST_10319,39.0,,62.359563295980266,,One year,Electronic check,Fiber optic,No internet service,0,No
CUST_10320,42.0,8.0,85.29757340157109, 789.74 ,Two year,Credit card,Fiber optic,No,1,Yes
CUST_10321,48.0,6.0,83.71581607632271,$598.82,Month-to-month,Credit card,DSL,No,2,Yes
CUST_10322,31.0,71.0,70.38388484386392,5034.56,Month-to-month,Credit card,Fiber optic,No,1,No
CUST_10323,66.0,69.0,124.95759984017562,$8968.31,One year,Electronic check,Fiber optic,Yes,1,No
CUST_10324,29.0,23.0,117.49109971274291,2986 USD,Month-to-month,Electronic check,Fiber optic,Yes,2,No
CUST_10325,26.0,62.0,78.93577089942535,$5439.45,Two year,Electronic check,Fiber optic,No,1,No
CUST_10326,55.0,37.0,112.6567605647336, 4252.95 ,Month-to-month,Credit card,No,Yes,0,No
CUST_10327,50.0,,63.09889683415163,,Month-to-month,Electronic check,DSL,Yes,1,No
CUST_10328,48.0,0.0,85.30921641541632,86 USD,Month-to-month,Mailed check,DSL,No internet service,1,No
CUST_10329,49.0,36.0,74.05360074257311,2709 USD,Month-to-month,Mailed check,Fiber optic,No,1,Yes
CUST_10330,41.0,29.0,66.88827444629632,2074 USD,One year,Mailed check,Fiber optic,No,2,No
CUST_10331,30.0,23.0,54.37920806523543,1339 USD,Month-to-month,Electronic check,No,No,1,No
CUST_10332,42.0,34.0,90.41502181181872, 2859.36 ,Month-to-month,Mailed check,DSL,No internet service,1,No
CUST_10333,33.0,17.0,53.27515247470302,966.85,Month-to-month,Credit card,DSL,Yes,0,No
CUST_10334,53.0,29.0,93.82387397223705,2583.06,Month-to-month,Electronic check,No,Yes,2,No
CUST_10335,39.0,66.0,73.88476429764827,$4481.37,Month-to-month,Credit card,Fiber optic,No,0,No
CUST_10336,31.0,11.0,149.972580383518,1904.48,Month-to-month,Bank transfer,Fiber optic,No,3,Yes
CUST_10337,37.0,30.0,91.47049727832994,$2698.71,One year,Bank transfer,DSL,No,1,No
CUST_10338,46.0,15.0,84.8456230314327,$1314.27,Two year,Bank transfer,DSL,Yes,1,No
CUST_10339,34.0,27.0,84.46629778198442,2158 USD,Month-to-month,Electronic check,Fiber optic,No,3,No
CUST_10340,31.0,35.0,47.26625810121131, 1592.51 ,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10341,44.0,1.0,41.61514502861097,87 USD,Month-to-month,Bank transfer,No,Yes,0,No
CUST_10342,44.0,25.0,68.11750087534972,$1768.76,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10343,-1.0,6.0,80.92148195383845, 609.58 ,One year,Mailed check,DSL,No,22,Yes
CUST_10344,35.0,27.0,105.59633824989315, 2895.93 ,Two year,Electronic check,Fiber optic,No,1,No
CUST_10345,44.0,,64.76855368627206, ,One year,,Fiber optic,Yes,0,No
CUST_10346,24.0,36.0,260.4397770731888,9190 USD,Month-to-month,Mailed check,DSL,Yes,1,No
CUST_10347,24.0,3.0,59.418350946529344,230.43,Month-to-month,Mailed check,DSL,No internet service,2,Yes
CUST_10348,32.0,24.0,69.9065933750627,$1822.04,Two year,Electronic check,Fiber optic,No,1,No
CUST_10349,38.0,8.0,75.44639460995275,686 USD,Month-to-month,Credit card,Fiber optic,No internet service,1,Yes
CUST_10350,45.0,46.0,75.2668073526803,3823.51,Month-to-month,Electronic check,Fiber optic,No internet service,1,No
CUST_10351,59.0,63.0,54.70330856537642, 3572.55 ,Two year,Bank transfer,Fiber optic,Yes,3,No
CUST_10352,51.0,72.0,86.13014074525849,$6278.72,One year,Mailed check,Fiber optic,No internet service,2,No
CUST_10353,39.0,38.0,79.19686993583679, 3265.20 ,One year,Bank transfer,Fiber optic,No,2,No
CUST_10354,41.0,34.0,89.88443495492213,3427 USD,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10355,29.0,6.0,42.27689014816903,$287.41,Month-to-month,Bank transfer,Fiber optic,No,4,No
CUST_10356,41.0,10.0,80.16506177671934,$837.70,Month-to-month,Mailed check,DSL,Yes,1,No
CUST_10357,38.0,15.0,38.68723419939748,$633.38,One year,Mailed check,No,Yes,4,No
CUST_10358,45.0,,71.57086933838596,,,Bank transfer,Fiber optic,Yes,2,No
CUST_10359,31.0,59.0,85.12534738581445,5106.37,Two year,Bank transfer,Fiber optic,No,2,No
CUST_10360,47.0,5.0,95.39612344624607,$628.38,Two year,Bank transfer,Fiber optic,No,3,No
CUST_10361,59.0,61.0,68.60102153206428, 4221.25 ,Month-to-month,Credit card,DSL,No,2,No
CUST_10362,40.0,29.0,63.810712177330274,$1751.35,Month-to-month,Electronic check,Fiber optic,Yes,1,Yes
CUST_10363,46.0,23.0,50.76430788787688, 1334.66 ,Month-to-month,Credit card,DSL,No,1,No
CUST_10364,49.0,5.0,41.99471656730684,269 USD,One year,Electronic check,Fiber optic,No internet service,1,No
CUST_10365,36.0,1.0,77.27298911736783,$144.60,One year,Bank transfer,Fiber optic,No,1,No
CUST_10366,44.0,20.0,35.86863647916765,814 USD,One year,Mailed check,Fiber optic,No,3,No
CUST_10367,41.0,25.0,76.62879717568076,1928.86,Month-to-month,Mailed check,Fiber optic,No internet service,1,No
CUST_10368,42.0,6.0,53.62405821506548,$366.14,Month-to-month,Electronic check,Fiber optic,No,2,No
CUST_10369,32.0,20.0,, ,One year,Mailed check,DSL,No,5,No
CUST_10370,41.0,47.0,60.42194925051399,$3135.98,Month-to-month,Electronic check,No,No,0,Yes
CUST_10371,47.0,43.0,60.145190379808696,2662 USD,One year,Mailed check,Fiber optic,No,2,No
CUST_10372,58.0,63.0,50.36260776801959,$2989.69,One year,Electronic check,Fiber optic,No internet service,0,No
CUST_10373,53.0,11.0,68.4173160098539,$799.51,Month-to-month,Mailed check,DSL,Yes,0,Yes
CUST_10374,67.0,9.0,79.19189159871675,$827.10,,Electronic check,Fiber optic,No,2,No
CUST_10375,32.0,33.0,56.362624978722025,$1791.46,Month-to-month,Electronic check,DSL,Yes,0,No
CUST_10376,51.0,14.0,58.60545644378769,$894.95,Month-to-month,Electronic check,Fiber optic,No,1,No
CUST_10377,43.0,2.0,67.67210799285894,210 USD,One year,Mailed check,DSL,Yes,0,No
CUST_10378,67.0,8.0,82.54266152205967,$719.68,One year,Credit card,Fiber optic,No internet service,2,Yes
CUST_10379,31.0,13.0,92.62312670336715,$1347.01,Two year,Credit card,Fiber optic,No internet service,1,No
CUST_10380,31.0,8.0,142.7401113920543,1383 USD,One year,Electronic check,DSL,No,1,Yes
CUST_10381,34.0,10.0,31.488841088675475,$344.45,Month-to-month,Bank transfer,Fiber optic,No,0,No
CUST_10382,16.0,8.0,66.59233331648352,585.30,Month-to-month,Bank transfer,No,No,2,Yes
CUST_10383,35.0,1.0,102.07901957367675,$194.00,Two year,Mailed check,DSL,Yes,0,Yes
CUST_10384,32.0,24.0,113.14271523739795,$2887.52,Month-to-month,Bank transfer,Fiber optic,Yes,2,No
CUST_10385,43.0,22.0,114.86070309689595, 2842.49 ,One year,Electronic check,DSL,No,1,No
CUST_10386,45.0,25.0,120.64036440010842,3026.65,One year,Mailed check,DSL,No internet service,1,No
CUST_10387,64.0,5.0,128.43252916764243, 754.60 ,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10388,52.0,8.0,77.07580209050455,$680.73,Month-to-month,Electronic check,Fiber optic,No,1,No
CUST_10389,34.0,23.0,121.08944190666509,$2941.49,One year,Bank transfer,Fiber optic,No,1,No
CUST_10390,30.0,22.0,51.69498687851424,$1124.40,Two year,Mailed check,No,No,1,No
CUST_10391,47.0,17.0,71.6185322819459,$1372.21,Month-to-month,Electronic check,Fiber optic,No,1,No
CUST_10392,25.0,10.0,69.76344584929159,736.03,Two year,Mailed check,DSL,Yes,1,No
CUST_10393,,59.0,63.42926329506903,3962 USD,One year,Bank transfer,Fiber optic,No,2,No
CUST_10394,55.0,10.0,52.464109182882986, 578.63 ,Two year,Credit card,DSL,No,0,No
CUST_10395,35.0,15.0,107.37411826017185,$1747.50,Month-to-month,Bank transfer,Fiber optic,Yes,3,No
CUST_10396,20.0,27.0,73.8466387378775, 1935.21 ,Month-to-month,Mailed check,DSL,No,2,No
CUST_10397,57.0,19.0,75.42177302146486,$1579.34,Two year,Mailed check,DSL,Yes,3,No
CUST_10398,40.0,10.0,52.71350266160157, 543.74 ,Two year,Mailed check,Fiber optic,No,1,No
CUST_10399,56.0,14.0,87.45086065397763, 1210.36 ,Month-to-month,Electronic check,No,Yes,1,Yes
CUST_10400,22.0,38.0,109.17239745594536, 4297.47 ,One year,Mailed check,DSL,No internet service,0,No
CUST_10401,34.0,8.0,84.57604548395409,$793.05,Two year,Mailed check,Fiber optic,No,0,No
CUST_10402,41.0,4.0,55.45766007615222,$252.33,Month-to-month,Mailed check,DSL,Yes,2,No
CUST_10403,42.0,9.0,111.04240514268098,1014 USD,One year,Credit card,Fiber optic,No internet service,1,No
CUST_10404,36.0,45.0,40.58671269333146,1980.01,Two year,Bank transfer,Fiber optic,Yes,0,No
CUST_10405,48.0,2.0,93.47467452089015,297.76,Month-to-month,Electronic check,DSL,No,2,Yes
CUST_10406,28.0,72.0,55.20213793522309,3824 USD,Month-to-month,Electronic check,DSL,No,1,No
CUST_10407,39.0,19.0,119.8832581188849,$2452.92,One year,Electronic check,DSL,Yes,1,No
CUST_10408,42.0,72.0,142.05809357232096,10252 USD,,Bank transfer,DSL,No internet service,0,No
CUST_10409,47.0,67.0,60.63554646760801,$4232.64,Month-to-month,Bank transfer,DSL,No,2,No
CUST_10410,50.0,14.0,67.29348909005601,$1082.66,Two year,Credit card,Fiber optic,No,1,No
CUST_10411,28.0,5.0,90.05613503885695,$494.93,One year,Mailed check,No,No,1,No
CUST_10412,23.0,4.0,63.16098925442987,$333.36,Two year,Credit card,DSL,No,2,Yes
CUST_10413,56.0,7.0,43.95297537789502,351.13,Two year,Mailed check,Fiber optic,No,3,No
CUST_10414,45.0,30.0,123.23138728954982, 3869.17 ,Month-to-month,Credit card,Fiber optic,No,1,No
CUST_10415,32.0,8.0,64.50410705236035,598 USD,Month-to-month,Bank transfer,No,No,1,No
CUST_10416,60.0,10.0,84.39130973083914, 1006.77 ,Month-to-month,Bank transfer,Fiber optic,No,0,No
CUST_10417,42.0,14.0,59.566422904153,814 USD,Month-to-month,Mailed check,Fiber optic,No internet service,2,Yes
CUST_10418,55.0,59.0,81.31246160943206,4419 USD,One year,Bank transfer,Fiber optic,No,2,No
CUST_10419,42.0,5.0,80.6761121405389,452 USD,One year,Mailed check,DSL,No,0,No
CUST_10420,66.0,0.0,87.46914298673173,95.98,Month-to-month,Electronic check,DSL,No,1,Yes
CUST_10421,62.0,1.0,, ,,Electronic check,Fiber optic,No internet service,2,No
CUST_10422,38.0,56.0,53.60066246272744, 3186.66 ,Month-to-month,Mailed check,DSL,Yes,0,No
CUST_10423,53.0,25.0,60.60666070364071,1611 USD,Month-to-month,Mailed check,Fiber optic,Yes,2,No
CUST_10424,49.0,8.0,153.32701599320734,1254 USD,Month-to-month,Electronic check,DSL,No,3,No
CUST_10425,57.0,5.0,96.1253648121542,$620.48,Month-to-month,Electronic check,Fiber optic,Yes,0,No
CUST_10426,29.0,8.0,77.60487347457949,$742.13,One year,Electronic check,DSL,No,2,No
CUST_10427,49.0,3.0,159.5790398382439,659.36,Month-to-month,Mailed check,No,No,1,No
CUST_10428,54.0,68.0,50.049453232400005,3342 USD,Month-to-month,Electronic check,No,Yes,4,No
CUST_10429,20.0,37.0,88.67921520817218,$3080.35,One year,Electronic check,DSL,Yes,1,No
CUST_10430,,15.0,136.88636866466823,$2225.24,,Electronic check,DSL,Yes,2,No
CUST_10431,17.0,48.0,81.70132899119322,$4179.27,One year,Electronic check,Fiber optic,No internet service,0,No
CUST_10432,38.0,7.0,, ,Month-to-month,Credit card,DSL,No internet service,1,Yes
CUST_10433,50.0,30.0,55.46783496790422,1579 USD,Month-to-month,Electronic check,DSL,No,0,Yes
CUST_10434,59.0,47.0,77.6400718189729,$3826.43,Month-to-month,Bank transfer,DSL,No,3,Yes
CUST_10435,42.0,11.0,134.56699995211952,$1545.81,Two year,Mailed check,No,No,1,No
CUST_10436,61.0,34.0,69.39829638098857,2557.31,Month-to-month,Credit card,No,No internet service,1,No
CUST_10437,24.0,8.0,113.50817439229446,1029 USD,Two year,Electronic check,Fiber optic,No,2,Yes
CUST_10438,21.0,9.0,54.522486751688675,$504.77,Month-to-month,Electronic check,Fiber optic,No internet service,0,No
CUST_10439,40.0,3.0,85.83364760013103, 345.16 ,Month-to-month,Electronic check,No,No,3,No
CUST_10440,46.0,14.0,71.27483905252879,$1046.83,Month-to-month,Electronic check,No,No,0,No
CUST_10441,41.0,31.0,111.85738129393492,$3350.61,Month-to-month,Bank transfer,No,No,2,Yes
CUST_10442,,68.0,121.04942044035761,$8922.91,Month-to-month,Electronic check,DSL,No,1,Yes
CUST_10443,40.0,22.0,82.23216719884661,$1706.38,Month-to-month,Electronic check,DSL,No internet service,2,Yes
CUST_10444,25.0,48.0,84.08019809970477, 3965.13 ,Month-to-month,Credit card,Fiber optic,No,2,Yes
CUST_10445,49.0,41.0,150.10186283029398,5689.73,Month-to-month,Mailed check,Fiber optic,No,1,Yes
CUST_10446,45.0,5.0,107.57896371948388,593.32,Month-to-month,Electronic check,DSL,No,0,No
CUST_10447,30.0,16.0,56.867809233803975,927 USD,Month-to-month,Electronic check,DSL,No,2,No
CUST_10448,35.0,3.0,69.62541472498668, 253.67 ,,Electronic check,No,No,0,No
CUST_10449,28.0,28.0,70.67730978444627, 2089.25 ,One year,Credit card,No,No,1,Yes
CUST_10450,40.0,,97.43949757534259, ,Two year,Credit card,DSL,No internet service,0,No
CUST_10451,52.0,4.0,101.52213592999038,$465.67,Month-to-month,Credit card,No,No,1,Yes
CUST_10452,29.0,32.0,103.8493710990534, 3565.28 ,Month-to-month,Credit card,Fiber optic,No,0,No
CUST_10453,47.0,24.0,41.63147109919282,947.67,,Mailed check,Fiber optic,Yes,1,No
CUST_10454,35.0,21.0,117.02642891706134,2347 USD,Two year,Electronic check,Fiber optic,No,0,No
CUST_10455,31.0,12.0,63.64719922262897,$795.20,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10456,40.0,11.0,55.817583323516864,$722.94,One year,Bank transfer,Fiber optic,Yes,1,No
CUST_10457,,1.0,101.03711156037602,207.79,,Credit card,Fiber optic,No,0,No
CUST_10458,34.0,6.0,126.39005179328151,$932.53,Month-to-month,Mailed check,Fiber optic,Yes,2,Yes
CUST_10459,27.0,0.0,109.57691675118626,101 USD,Month-to-month,Mailed check,DSL,No,1,Yes
CUST_10460,65.0,21.0,86.52379873856137,2030 USD,Month-to-month,Credit card,No,Yes,1,Yes
CUST_10461,41.0,,95.82658950783784,,Two year,Electronic check,DSL,No internet service,2,No
CUST_10462,33.0,50.0,52.02064107996161,$2392.07,Month-to-month,Credit card,DSL,No,2,No
CUST_10463,44.0,18.0,92.18905009555343,1651 USD,One year,,Fiber optic,No,0,No
CUST_10464,40.0,29.0,51.9279314351653,1594.01,One year,Mailed check,Fiber optic,No,3,No
CUST_10465,38.0,13.0,143.84752013132535, 1963.62 ,One year,Electronic check,Fiber optic,No,1,No
CUST_10466,48.0,20.0,75.97598253709316, 1750.00 ,Month-to-month,Bank transfer,Fiber optic,Yes,0,Yes
CUST_10467,50.0,69.0,63.54155318210615,4030 USD,Month-to-month,Mailed check,Fiber optic,Yes,1,No
CUST_10468,35.0,2.0,55.223924196356585,182 USD,Month-to-month,Mailed check,Fiber optic,No,0,No
CUST_10469,34.0,7.0,98.14960665303747,804 USD,Month-to-month,Credit card,Fiber optic,Yes,0,Yes
CUST_10470,38.0,36.0,96.32485621028505, 3605.87 ,One year,Bank transfer,DSL,No,0,No
CUST_10471,13.0,2.0,85.61289802794573,$234.21,Month-to-month,Bank transfer,Fiber optic,Yes,0,Yes
CUST_10472,23.0,2.0,99.1221925030394,$283.89,One year,Electronic check,No,Yes,1,No
CUST_10473,57.0,11.0,88.63998539789807,$1154.02,Month-to-month,Credit card,DSL,Yes,0,No
CUST_10474,61.0,,69.33453042260244,,Two year,Electronic check,Fiber optic,No,2,No
CUST_10475,38.0,21.0,45.79367770967265,$978.09,Month-to-month,Electronic check,No,Yes,2,No
CUST_10476,48.0,6.0,115.11790193245182,$831.88,Month-to-month,Electronic check,DSL,No,1,Yes
CUST_10477,45.0,54.0,97.44473194377704,5894 USD,Two year,Mailed check,Fiber optic,Yes,1,No
CUST_10478,78.0,37.0,100.84750748374346, 3650.61 ,Month-to-month,Credit card,No,No,2,Yes
CUST_10479,54.0,29.0,103.58559293139503,3154.85,Two year,Electronic check,DSL,No,0,Yes
CUST_10480,39.0,23.0,86.97845192120477,2169 USD,Month-to-month,Mailed check,DSL,Yes,2,No
CUST_10481,30.0,48.0,73.95711106076234,3380.83,Month-to-month,Credit card,No,No internet service,1,No
CUST_10482,22.0,6.0,115.30573547683397,$750.43,One year,Bank transfer,No,No,0,No
CUST_10483,43.0,50.0,75.26806475519206,3805.13,Two year,Bank transfer,Fiber optic,No internet service,1,No
CUST_10484,32.0,37.0,80.53986350464152,2990 USD,Month-to-month,Electronic check,Fiber optic,Yes,0,Yes
CUST_10485,24.0,33.0,67.18555985826835,$2382.18,Two year,Bank transfer,Fiber optic,Yes,0,No
CUST_10486,33.0,20.0,104.73250964274655, 2010.02 ,One year,Electronic check,Fiber optic,No internet service,1,No
CUST_10487,28.0,7.0,72.49768849674199,634.75,Two year,Credit card,DSL,No,1,No
CUST_10488,61.0,13.0,91.47538174593188,$1156.25,Month-to-month,Mailed check,DSL,Yes,1,No
CUST_10489,52.0,38.0,76.75097296059971,$3053.94,Month-to-month,Bank transfer,Fiber optic,No,1,No
CUST_10490,41.0,1.0,48.99326623946989,$99.21,Two year,Electronic check,No,No,1,No
CUST_10491,59.0,37.0,104.36239045915266,3676.04,Two year,Electronic check,No,Yes,0,Yes
CUST_10492,42.0,7.0,93.52112207049383,$695.93,Month-to-month,Electronic check,No,No internet service,1,No
CUST_10493,31.0,4.0,70.49213883253046,$373.09,Month-to-month,,No,No internet service,0,No
CUST_10494,59.0,3.0,86.01911073758396,370.75,Month-to-month,Electronic check,Fiber optic,Yes,1,Yes
CUST_10495,47.0,1.0,105.88447520480659, 202.58 ,One year,Bank transfer,Fiber optic,Yes,0,No
CUST_10496,29.0,18.0,132.32610476157268,$2483.00,Month-to-month,Electronic check,Fiber optic,No,0,Yes
CUST_10497,39.0,6.0,83.14210446074759, 565.12 ,Month-to-month,Bank transfer,Fiber optic,No internet service,0,Yes
CUST_10498,30.0,72.0,78.3311473290265,$5229.32,Month-to-month,Electronic check,Fiber optic,No,1,No
CUST_10499,24.0,,82.21891896439391,,One year,Electronic check,DSL,Yes,0,No
CUST_10500,52.0,4.0,67.6666960007225, 350.05 ,Month-to-month,Bank transfer,No,Yes,0,No
CUST_10501,64.0,28.0,81.07092307371198,$2503.97,Month-to-month,Bank transfer,Fiber optic,Yes,2,Yes
CUST_10502,24.0,55.0,65.80284947430314,3541 USD,One year,Mailed check,DSL,No,1,No
CUST_10503,48.0,33.0,68.76443165405843,2567 USD,One year,Electronic check,Fiber optic,No internet service,3,No
CUST_10504,33.0,,59.2589938131262, ,Month-to-month,Bank transfer,Fiber optic,Yes,1,No
CUST_10505,35.0,54.0,75.98645573048951,3824 USD,Month-to-month,Mailed check,DSL,No internet service,1,Yes
CUST_10506,34.0,38.0,77.49561902812161,$3120.13,One year,Electronic check,Fiber optic,No,3,No
CUST_10507,31.0,4.0,88.68607508362184,438 USD,Two year,Bank transfer,DSL,Yes,0,Yes
CUST_10508,42.0,1.0,51.202697725149314,$101.31,One year,Mailed check,DSL,Yes,3,No
CUST_10509,31.0,20.0,98.14308460958647,2043 USD,Two year,Electronic check,Fiber optic,Yes,2,No
CUST_10510,44.0,4.0,71.51589831251022,340 USD,One year,Credit card,Fiber optic,No internet service,0,No
CUST_10511,40.0,43.0,38.57225625053127, 1770.35 ,One year,,No,No,0,No
CUST_10512,38.0,11.0,93.93208723106152,1177 USD,Month-to-month,Electronic check,Fiber optic,No,1,Yes
CUST_10513,30.0,59.0,67.23734861985042,3858 USD,Month-to-month,Mailed check,No,No,0,No
CUST_10514,34.0,20.0,131.55688511238964,$2947.96,Month-to-month,Electronic check,DSL,No,0,Yes
CUST_10515,50.0,5.0,55.44286122926153,320.47,Month-to-month,Credit card,DSL,No internet service,1,No
CUST_10516,47.0,4.0,84.93666013698589,443 USD,Month-to-month,Bank transfer,Fiber optic,No,0,No
CUST_10517,29.0,21.0,57.60458805864994,$1171.24,Month-to-month,Electronic check,DSL,No,2,Yes
CUST_10518,42.0,34.0,39.169705132077894,$1280.10,One year,Electronic check,Fiber optic,No,2,No
CUST_10519,50.0,37.0,146.99740092005533,5380 USD,Month-to-month,Electronic check,Fiber optic,Yes,0,Yes
CUST_10520,21.0,8.0,71.89790048179191,659.23,,Mailed check,No,No,1,No
CUST_10521,48.0,5.0,62.33771854723588, 384.91 ,Two year,Bank transfer,DSL,No,0,No
CUST_10522,33.0,0.0,94.46403712383488,92.51,Month-to-month,Electronic check,Fiber optic,No,2,No
CUST_10523,48.0,27.0,82.83828228126104, 2123.63 ,Month-to-month,Electronic check,Fiber optic,No,0,Yes
CUST_10524,,2.0,39.44733214406938, 115.35 ,Month-to-month,Electronic check,DSL,No internet service,1,No
CUST_10525,19.0,13.0,58.74262076265026,$853.45,Two year,Electronic check,Fiber optic,No,3,No
CUST_10526,21.0,22.0,58.94249761402425,1402 USD,Month-to-month,Mailed check,Fiber optic,Yes,3,No
CUST_10527,42.0,66.0,48.8414374478696,3049.98,One year,Mailed check,Fiber optic,No internet service,1,No
CUST_10528,44.0,9.0,67.3912906547053,$607.57,Month-to-month,Bank transfer,DSL,Yes,2,No
CUST_10529,30.0,7.0,163.18329826165547,1371.52,Month-to-month,Credit card,DSL,No internet service,0,No
CUST_10530,49.0,25.0,72.91832255335092, 1746.62 ,Month-to-month,Credit card,Fiber optic,No internet service,2,No
CUST_10531,21.0,23.0,102.97265926071628,$2264.91,One year,Mailed check,DSL,No,2,Yes
CUST_10532,40.0,10.0,78.72770767785845,779.87,Two year,Bank transfer,DSL,Yes,1,No
CUST_10533,26.0,63.0,45.73099467266572,2887.33,One year,Credit card,DSL,No,1,No
CUST_10534,,45.0,61.13531910447035,2814.06,One year,Electronic check,DSL,No,0,No
