SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_ordinal,gender_Male,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7407746963098787,1.9892965861552252,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,-0.0855614973262032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9250515700206282,-0.2517442936291104,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
1.0,1.0,1.0,-0.0213903743315508,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6344258537703416,-0.12009593161425626,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,-0.5347593582887701,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23378409351363744,-0.31329436565038665,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.41347696539078616,1.5522199605969238,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,-0.40641711229946526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.27595691038276415,-0.15547887799196702,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.0,0.5347593582887701,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5234930093972038,1.1344312496144957,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46023378409351373,-0.389531698432222,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,-0.12834224598930483,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.07792803117121248,0.042494367101696906,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.3850267379679144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.3685537474214989,-0.10658423223868252,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.4919786096256685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.3749713499885401,-0.31901252843661226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.025670410268164214,0.5421950343416312,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.4919786096256685,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.1210176484070594,0.565299895142827,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.0,-0.27807486631016043,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2924593169837269,-0.16321436216724178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.5133689839572193,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.43914737565895035,1.0610094589152181,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.43456337382534965,-0.3540906996404379,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.06417112299465241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24661929864771953,0.2515991625939269,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,0.10695187165775401,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4739857895943158,0.5232989735607536,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.8342245989304813,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8104515241806098,1.8758041166418133,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.5561497326203209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064176025670409234,-0.34634070236164477,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.0855614973262032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.949805179922072,-0.2913505531306579,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,-0.42780748663101603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16960806784322716,-0.1794690381077816,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.12834224598930483,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.4584001833600734,0.5894642125008617,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.1925133689839572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6912674765069907,0.2369409280404044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3777217510887005,-0.38822551911557146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9158835663534267,-0.39674471088083657,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,1.0,0.0,0.7272727272727273,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.630758652303461,0.2645738771393222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.3768049507219803,-0.38821100601205316,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.21390374331550802,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.19527847811139123,0.2769390413369471,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.2994652406417112,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25395370158148056,-0.02459971046358481,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.3422459893048128,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7233554893421958,-0.30191609249200874,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,0.40641711229946526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.08892963557185414,0.4955499196336893,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.9197860962566845,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8132019252807701,2.011675791780504,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,-0.10695187165775401,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5473298189319277,-0.13180800615355592,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.918633967453587,-0.3967882501913916,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.5989304812834224,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.31262892505157003,1.0151770780043032,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.40641711229946526,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.7471922988769196,-0.3150794773831423,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.44919786096256686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9278019711207885,-0.3580237506939078,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.21390374331550802,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.5409122163648866,0.7106050875684384,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0427807486631016,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.010084804033921563,0.22662211143886538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.44919786096256686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8306211322484529,-0.023540253906746092,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.23529411764705882,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8315379326151732,-0.26431264127599213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.27807486631016043,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.5537474214989687,0.039272458120625645,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0427807486631016,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19527847811139137,0.3637419134801334,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,-0.21390374331550802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.3978913591565438,-0.1259011730215919,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036672014668806393,-0.38218806805194244,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,-0.21390374331550802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9103827641531057,-0.26701207853040315,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.6844919786096256,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.6142562457024984,1.4443585752486274,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.1497326203208556,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2502865001146002,0.1261333826778853,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.8770053475935828,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-0.10176484070593624,0.9102183133596746,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.5561497326203209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08159523263809311,-0.34105793268096934,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.5775401069518716,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7600275040110017,1.4604536070504657,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,-0.1497326203208556,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3667201466880587,0.15186511521590051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.5561497326203209,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3548017419206967,-0.331755033325714,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,-0.42780748663101603,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0980976392390556,-0.21476490586438235,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.0427807486631016,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37863855145542075,0.46675592225330437,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,1.0,0.3850267379679144,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-0.5537474214989687,0.11825276746742712,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,-0.06417112299465241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1521888608755443,0.17958514293592823,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.06417112299465241,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4015585606234244,0.2793482165209914,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.9197860962566845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.924134769653908,-0.01774952560292877,2.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,1.0,0.9197860962566845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8517075406830165,0.09339182114051224,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.5347593582887701,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.6610130644052258,1.270157793718003,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.36363636363636365,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3529681411872565,-0.09723779357287211,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.23529411764705882,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1595232638093056,0.5359543998287454,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,1.0,1.0,0.8128342245989305,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.06417602567041028,1.0104022669467694,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.0,1.0,0.8983957219251337,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.04400641760256715,1.0891358535337592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0213903743315508,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5445794178317672,0.46337436913353147,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,0.9197860962566845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.93696997478799,0.03165307877349761,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,0.0,-0.32085561497326204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13935365574146222,-0.07691944864719734,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9351363740545497,-0.393551828106802,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1
0.0,1.0,1.0,0.1711229946524064,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.14118725647490266,0.2587250964214315,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0213903743315508,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43639697455878984,0.37510567353499286,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.27807486631016043,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5225762090304836,0.8449673999412218,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5561497326203209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9039651615860647,-0.38760145566428295,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,0.0,-0.5775401069518716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27870731148292466,-0.3534230968785943,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,1.0,0.5347593582887701,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.38138895255558103,1.0384415829442006,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.1497326203208556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3401329360531744,0.1447972338024694,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.36363636363636365,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.636259454503782,0.9971808296415627,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.7914438502673797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8324547329818932,0.09006832043481257,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.8983957219251337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.9278019711207885,0.0005660110372151729,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.7914438502673797,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.35571854228741706,1.3269185415782276,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.27807486631016043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.039422415768966414,-0.056049605787825724,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,1.0,0.25668449197860965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4639009855603942,0.13192411098170262,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.2994652406417112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3942241576896631,-0.18523074020456223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,-0.5347593582887701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.08159523263809311,-0.3131056953046482,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.5775401069518716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.013752005500802201,-0.3607522141553556,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.23529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37038734815493934,-0.13761324756089158,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.1925133689839572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08159523263809311,0.43029900621523653,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,-0.10695187165775401,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18336007334402935,0.20348822443063275,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.5775401069518716,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.5995874398349761,1.264657327484553,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,-0.27807486631016043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08984643593857448,-0.05747188993262292,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.4919786096256685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3914737565895027,-0.3168936153229347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.1925133689839572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009168003667200947,0.35127515755788,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,-0.06417112299465241,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5060738024295209,0.3260513836430066,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,0.7272727272727273,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.5885858354343342,1.4249980951551633,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,-0.0855614973262032,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.34838413935365575,0.23474944940913528,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4859041943616778,-0.38993806533073555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.4919786096256685,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4318129727251891,-0.25213614742410556,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.0,0.7058823529411765,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6096722438688976,1.4501347904489268,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,0.0,0.36363636363636365,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.19436167774467114,0.4148570640717238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.9197860962566845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8608755443502178,0.09768769978194061,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,1.0,-0.1497326203208556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.018336007334402937,0.03216103739663948,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,-0.42780748663101603,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2713729085491634,-0.17589881464227017,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.0,-0.25668449197860965,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2722897089158835,0.02207443045139379,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.1711229946524064,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.10726564290625706,0.27878220548377614,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.8983957219251337,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.6151730460692184,1.7491627753407857,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.3422459893048128,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5225762090304836,-0.024875459430433268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,1.0,1.0,0.3422459893048128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8177859271143709,-0.04957676161864649,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.5989304812834224,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0705936282374512,0.8504533530711542,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.8556149732620321,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7013522805409123,1.772238609934945,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.27807486631016043,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3401329360531744,0.017764038706447032,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,-0.44919786096256686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08709603483841394,-0.23531546044635052,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.36363636363636365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.44098097639239053,-0.06207254374793646,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,1.0,1.0,-0.5989304812834224,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5858354343341738,-0.3729722473177971,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,0.0,0.0,0.1711229946524064,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4776529910611964,0.6365156941073172,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.0,0.0,-0.10695187165775401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.930552372220949,-0.262469477129163,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,1.0,0.0,0.0213903743315508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26587210634884256,0.3590106417331548,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,-0.36363636363636365,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.20536328214531294,-0.15349058280995456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.0,1.0,1.0,0.8983957219251337,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-0.11826724730689898,0.9014088595240427,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,0.0,0.36363636363636365,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-0.4574833829933533,0.19585433197998645,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,1.0,0.0,0.8342245989304813,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.8141187256474904,1.8739754655985021,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4639009855603942,-0.3895897508462954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37955535182214084,-0.3882545453226082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,-0.5989304812834224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3676369470547788,-0.3880658749768698,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,-0.5347593582887701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.27870731148292466,-0.3334820926443963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.0,0.0855614973262032,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4226449690579876,0.4841861595788297,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.7058823529411765,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.2567041026816411,1.1046793874019005,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,-0.23529411764705882,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,-0.018336007334402937,-0.054569269228955095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
