doc_id,raw_text,category,target
DOC_0777,"As nobody in the food industry has even bothered to address my previous
question ""WHY DO YOU NEED TO PUT MSG IN ALMOST EVERY FOOD?"" I must assume
that my wife's answer is closer to the truth than I hoped it was.

She believes that MSG is added to food to cause people to eat more of it
and not quit when they shoud be sated.  To put it a different way, she 
believes that for some people MSG causes them to act toward food like an addict.  
(Eat all the chips, chow down on several packages of noodle soup .... you get the
idea! }  IF she is right, then the moral and ethical standards of the 
food, chemical and regulatory groups need to be addressed!!!  Can MSG
be considered a conditioning substance (not addictive but sort of habit
forming) ?

This brings up a side question of mine.   I have noticed that cats (my
children's and my parent's) seem to fixate on a particular brand of pet
food. The cat will eat any product within one brand and not any other
brand.  I have wondered if this is not a case of preference, but, some
sort of chemical training or addiction. My questions, for the net, are:
Does the FDA regulate the contents of pet food?  Is it allowed for pet
food to contain addictive or conditioning substances?  Is MSG put in 
pet food?

-----------------------------------
I speak for myself and not Motorola
-----------------------------------",alt.atheism,1
DOC_0778,"In article <1qlf7gINN8sn@gap.caltech.edu>, keith@cco.caltech.edu (Keith Allan Schneider) writes:
|> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
|> 
|> >In another part of this thread, you've been telling us that the
|> >""goal"" of a natural morality is what animals do to survive.
|> 
|> That's right.  Humans have gone somewhat beyond this though.  Perhaps
|> our goal is one of self-actualization.

Humans have ""gone somewhat beyond"" what, exactly?    In one thread
you're telling us that natural morality is what animals do to
survive, and in this thread you are claiming that an omniscient
being can ""definitely"" say what is right and what is wrong.   So
what does this omniscient being use for a criterion?   The long-
term survival of the human species, or what?

How does omniscient map into ""definitely"" being able to assign
""right"" and ""wrong"" to actions?

|> 
|> >But suppose that your omniscient being told you that the long
|> >term survival of humanity requires us to exterminate some 
|> >other species, either terrestrial or alien.
|> 
|> Now you are letting an omniscient being give information to me.  This
|> was not part of the original premise.

Well, your ""original premises"" have a habit of changing over time,
so perhaps you'd like to review it for us, and tell us what the
difference is between an omniscient being be able to assign ""right""
and ""wrong"" to actions, and telling us the result, is. 

|> 
|> >Does that make it moral to do so?
|> 
|> Which type of morality are you talking about?  In a natural sense, it
|> is not at all immoral to harm another species (as long as it doesn't
|> adversely affect your own, I guess).

I'm talking about the morality introduced by you, which was going to
be implemented by this omniscient being that can ""definitely"" assign
""right"" and ""wrong"" to actions.

You tell us what type of morality that is.",sci.med,0
DOC_0779,"It would be nice to think that individuals can somehow 'beat the system'
and like a space explorer, boldly go where no man has gone before and
return with a prize cure. Unfortunately, too often the prize is limited
and the efficacy of the 'cure' questionable when applied to all
sufferers.

This applies to both medical researchers and non-medical individuals.
Just because it appears in an obscure journal and may be of some use
does not make the next cure-all. What about the dozens of individuals
who have courageously participated in clinical trials? Did they have any
guarentee of cures? Are they any less because they didn't trumpet their
story all over the world?

As a parting note, wasn't there some studies done on Gingko seeds for
Meniere's? (To the original poster : what about trying for a trial of
that? It's probably not a final answer but it certainly may alleviate
some of the discomfort. And you'd be helping answer the question for
future sufferers.)",alt.atheism,1
DOC_0780,"In article <1993Apr7.221357.12533@lamont.ldgo.columbia.edu> brenner@ldgo.columbia.edu (carl brenner) writes:
>> see the ulterior motive here.  It is easy for me to see it the
>> those physicians who call everything lyme and treat everything.
>> There is a lot of money involved.
>
>	You keep bringing this up. But I don't understand what's in it
>financially for the physician to go ahead and treat. Unless the physician
>has an investment in (or is involved in some kickback scheme with) the
>home infusion company, where is the financial gain for the doctor?

Well, let me put it this way, based on my own experience.  A
general practitioner with no training in infectious diseases,
by establishing links to the ""Lyme community"", treating patients
who come to him wondering about lyme or having decided they
have lyme as if they did, saying that diseases such as MS
are probably spirochetal, if not Lyme, giving talks at meetings
of users groups, validating the feelings of even delusional
patients, etc.  This GP can go from being a run-of-the-mill
$100K/yr GP to someone with lots of patients in the hospital
and getting expensive infusions that need monitoring in his
office, and making lots of bread.  Also getting the adulation
of many who believe his is their only hope (if not of cure,
then of control) and seeing his name in publications put out
by support groups, etc.  This is a definite temptation.

-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""",alt.atheism,1
DOC_0781,"Someone please help me. I am searching to find out (as many others may)
an absolute 'cure' to removing all detectable traces of marijuana from
a persons body. Is there a chemical or natural substance that can be
ingested or added to urine to make it undetectable in urine analysis.
If so where can these substances be found. 

            If you know this information, please Email me directly
             
                Thank You Kindly for your support,",alt.atheism,1
DOC_0782,"My wife has requested that I poll the Sages of Usenet to see what is
known about the use of chromium in weight-control diet suppliments.
She has seen multiple products advertising it and would like any kind
real information.

My first impulse was ""Yuck! a metal!"" but I have zero data on it.

What do you know?",alt.atheism,1
DOC_0783,"keith@cco.caltech.edu (Keith Allan Schneider) writes:

>mathew <mathew@mantis.co.uk> writes:

>>>Perhaps we shouldn't imprision people if we could watch them closely
>>>instead.  The cost would probably be similar, especially if we just
>>>implanted some sort of electronic device.
>>Why wait until they commit the crime?  Why not implant such devices in
>>potential criminals like Communists and atheists?

>Sorry, I don't follow your reasoning.  You are proposing to punish people
>*before* they commit a crime?  What justification do you have for this?

No, Mathew is proposing a public defence mechanism, not treating the
electronic device as an impropriety on the wearer. What he is saying is that
the next step beyond what you propose is the permanent bugging of potential
criminals.  This may not, on the surface, sound like a bad thing, but who
defines what a potential criminal is? If the government of the day decides
that being a member of an opposition party makes you a potential criminal
then openly defying the government becomes a lethal practice, this is not
conducive to a free society.

Mathew is saying that implanting electronic surveillance devices upon people
is an impropriety upon that person, regardless of what type of crime or
what chance of recidivism there is. Basically you see the criminal justice
system as a punishment for the offender and possibly, therefore, a deterrant
to future offenders. Mathew sees it, most probably, as a means of
rehabilitation for the offender. So he was being cynical at you, okay?",sci.med,0
DOC_0784,"Maddi Hausmann (madhaus@netcom.com) wrote:
: jcopelan@nyx.cs.du.edu (The One and Only) writes: >

: >We could start with those posters who annoy us the most, like Bobby or
: >Bill.

: Your wish is my command.

: Bill ""Shit-stirrer"" Connor
: Bobby ""Circular"" Mozumder

I'm not sure my new nom d'net is exactly appropriate, but it comes
very close. Considering what I have to wade through before I make one
of my insightful, dead-on-the-money repsonses, I have to agree that
something's getting stirred up. I would like to believe my
characterization of what I respond to would be kinder though, but if
you insist ...

I am also surprised to find that I have offended anyone, but in some
cases it's unavoidable if I am to say anything at all. For those to
whom fairness is important, check out my contributions, haven't I been
most generous and patient, a veritable paragon of gentility?

Oh, BTW, I don't mind being paired with Bobby; I admire his tenacity.
How many of you would do as well in this hostile environment - you
think -I'm- offensive ?! read your own posts ...

Love and kisses,

Bill

P.S.",sci.med,0
DOC_0785,"abruno@adobe (Andrea Bruno) writes:


>In article <19930430140738SFB2763@MVS.draper.com> SFB2763@MVS.draper.com  
>(Eileen Bauer) writes:
>> Thyroxin controls energy production which explains sleepiness, coldness,
>> and weight gain. There is also water retention (possibly around heart),
>> changes in vision, and coarser hair and skin among other things.

>Is there any relation between thyroid deficiency and depression?
 

There can be. But depression is not diagnositic of thyroid deficiency.
Thyroid blood tests are easy, cheap, and effective in diagnosing thyroid
deficiencies.",alt.atheism,1
DOC_0786,"In article <65882@mimsy.umd.edu> mangoe@cs.umd.edu (Charley Wingate) writes:
>
>I've said enough times that there is no ""alternative"" that should think you
>might have caught on by now.  And there is no ""alternative"", but the point
>is, ""rationality"" isn't an alternative either.  The problems of metaphysical
>and religious knowledge are unsolvable-- or I should say, humans cannot
>solve them.

How does that saying go: Those who say it can't be done shouldn't interrupt
those who are doing it.

Jim",sci.med,0
DOC_0787,"In article <1r6g8fINNe88@ceti.cs.unc.edu>, jge@cs.unc.edu (John Eyles) writes:
> 
> A friend has what is apparently a fairly minor case of Crohn's
> disease.
> 
> But she can't seem to eat certain foods, such as fresh vegetables,
> without discomfort, and of course she wants to avoid a recurrence.
> 
> Her question is: are there any nutritionists who specialize in the
> problems of people with Crohn's disease ?
> 
> (I saw the suggestion of lipoxygnase inhibitors like tea and turmeric).
> 
> Thanks in advance,
> John Eyles

All your friend really has to do is find a Registered Dietician(RD).  While 
most work in hospitals and clinics, many major cities will have RD's who 
are in ""private practice"" so to speak.  Many physicans will refer their 
patients with Crohn's disease to RD's for dietary help.  If you can get 
your friend's physician to make a referral, medical insurance should pay for 
the RD's services just like the services of a physical therapist.  The 
better medical insurance plans will cover this but even if your friend's 
plan doesn't, it would be well worth the cost to get on a good diet to 
control the intestinal discomfort and help the intestinal lining heal.
Crohn's disease is an inflammatory disease of the intestinal lining and 
lipoxygenase inhibitors may help by decreasing leukotriene formation but 
I'm not aware of tea or turmeric containing lipoxygenase inhibitors.  For 
bad inflammation, steroids are used but for a mild case, the side effects 
are not worth the small benefit gained by steroid use.  Upjohn is developing 
a new lipoxygenase inhibitor that should greatly help deal with 
inflammatory diseases but it's not available yet.",alt.atheism,1
DOC_0788,"In <sandvik-250493163828@sandvik-kent.apple.com> sandvik@newton.apple.com (Kent Sandvik) writes:

>In article <markp.735580401@avignon>, markp@avignon (Mark Pundurs) wrote:
>> You take LSD, and it skews your perception of reality. You come down,
>> and your perceptions unskew.

>I've never taken LSD, but read about the strange lifes and times
>of the Ashbury Heights culture. Something that was usually profound
>was the way these LSD trippers mentioned that after their first trip
>they changed their view of the world. In other words taking LSD would 
>change their reference frames. Which would indicate that deep changes
>due to let us say rewiring of the brain temporarily will indeed
>change frames. And this leads to the statement that there is no
>solid reference frame; the LSD trippers modified their relative 
>view.

Much of the Haight-Ashbury crowd probably had pre-existing 
dissatisfactions with their lives -- dissatisfactions ameliorated by
mumbo-jumbo about 'new realities'. The only change I experienced after 
LSD was to gain the knowledge that I didn't enjoy how LSD twisted my
perception.
--
Mark Pundurs",sci.med,0
DOC_0789,"GT> From: gary@concave.cs.wits.ac.za (Gary Taylor)
GT> Hi, We are trying to develop a image reconstruction simulation for the skull

You could do high resolution CT (computed tomographic) scanning of
the skull.  Many CT scanners have an algorithm to do 3-D
reconstructions in any plane you want.  If you did reconstructions
every 2 degrees or so in all planes, you could use the resultant
images to create user-controlled animation.",alt.atheism,1
DOC_0790,"These are MY last words on the subject

From: lundby@rtsg.mot.com (Walter F. Lundby) writes:


> As a person who is very sensitive to msg and whose wife and kids are
> too, I WANT TO KNOW WHY THE FOOD INDUSTRY WANTS TO PUT MSG IN FOOD!!!

Some people think it enhances the flavor.  I personally don't think it
helps the taste, it makes me sick, so I try to avoid it.

> From: dyer@spdcc.com (Steve Dyer) writes:

> Sez you.  Such an effect in humans has not been demonstrated in any
> controlled studies.  Infant mice and other models are useful as far
> as they go, but they're not relevant to the matter at hand.  Which is
> not to say that I favor its use in things like baby food--a patently
> ridiculous use of the additive.  But we have no reason to believe
> that MSG in the diet effects humans adversely.

Well, I know that MSG effects ME adversely - maybe not permanently but
at least temporarily enough that I like to try to avoid the stuff.

> From: kiran@village.com (Kiran Wagle) Writes:

> If you don't like additives, then for godsake, 
> get off the net and learn to cook from scratch.  Sheesh.

EXCUSE ME!!!!!!!!!!!!

Why can't people learn to cook from scratch *ON* the net.  I've gotten
LOTS of recipes off the net that don't use additives.

If you LIKE additives then get off the net and go to your local
supermarket, buy lots of packaged foods, and YOU get OFF THE NET!!

> >IS IT TO COVER UP THE FACT THAT THE RECIPES ARE NOT VERY GOOD 
> >OR THE FOOD IS POOR QUALITY?
> 
> Yes, and YOU buy it.  Says something about your taste, eh?

I don't!!

> 
> And what happens when the companies forced to submit to your silly notions
> go out of business because nobody wants to buy their overpriced bad food? 
> (Removing preservatives directly raises food costs by reducing shelf life.)

HEY - I'll pay *MY* hard earned dollars to buy food that costs more
but does NOT have preservatives.  I choose to speak with my pocketbook
in many ways.

> From: kiran@village.com (Kiran Wagle)

> You have a good point.  MSG is commonly used in soups, in bottled
> sauces, in seasoning mixtures, and in the coating on barbecue potato
> chips.  

Nacho cheese Doritos, breading for MANY frozen fried foods (like fish
and chicken), etc. ad naseum.

> If MSG is really the problem, we should call this ""barbecue potato
> chip syndrome"" or maybe ""diner syndrome.""   

Or the ""and other natural flavorings syndrome.""  It's been a few years
since I've bought anything labelled with ""and other natural
flavorings"".  

> From: kiran@village.com (Kiran Wagle)

> >THE REACTION CAME THE TIME THE MSG WAS IN THE FOOD
> >THAT WAS THE ONLY DIFFERENCE
> >SAME RESTAURANT - SAME INGREDIENTS!!!
> 
> How do you know this?
> 
> In order to demonstrate your claim, you would have had to supervise the
> preparation on both occasions.  Perhaps they used MSG both times, and lied
> about it.  Perhaps once they used something that had begun to spoil, and
> produced some bizarre toxin that you're allergic to. 

Well, I had had similar reactions many times.  That was when I really
started WATCHING CAREFULLY - reaction to Doritos - hey guess what's in
there - reaction to Lawry's season salt - guess what's in THERE

I'll give you a hint - I've had enough problems with MANY MANY MANY
different products with MSG that I figured out one thing.

UNLESS I plan on getting sick - I won't eat the stuff without my
Seldane.  And did I ever learn to read labels.

> PLEASE note that I am NOT saying you are making it up, I am just
> trying to point out that the situation is not always as simple as it
> might seem.  

Which was why I started checking EVERY time I got sick.  And EVERY
time I got sick MSG was somehow involved in one of the food products.
And consider there were no other similar ingredients (to my knowledge)
- it might not please a medical researcher - but it pleased my own
personal physician enough for him to give me allergy medicine and MOST
IMPORTANTLY it's enough proof for ME to avoid it (and enough proof
that my INCREDIBLY frugal fiance didn't flinch when I literally threw
out or gave away all the food products in his pantry that had msg -
and he always flinches when there's waste - but it was a simple
explanation - I won't eat this stuff, I WON'T cook with this stuff, so
I can either throw it out or give it away.)

> From: pattee@ucsu.Colorado.EDU (Donna Pattee)

> My guess was that the spice mix on the fries contained MSG, 

Probably Lawry's seasoning salt.  I LOVE the way that tastes.  

I'm not saying I NEVER consume ANYTHING with MSG.  I've noticed that I
have a certain tolerance level - like a (small) bag of bbq chips once
a month or so it not a problem - but that same bag of chips will
bother me if I also had chicken bouillon yesterday and lunch at one of
the Chinese restaurants the day before.  

> From: kelley@healthy.uwaterloo.ca (Catherine L. Kelley)
> >

> All that's needed now is that final step, a double-blind study done
> on humans.  There isn't even an ethical question about ""possible
> harm"", as this is a widely used and approved food additive.

But - some say that only 2% of the population has a problem with MSG -
some say it's more like 20% - but let's say that it's 5%.  How many
people would have to be tested that would have a problem?  Also - I
KNOW I have a problem with it, and I wouldn't VOLUNTEER for a test.
Like thanks guys but I don't WANT to get sick.  Also - I'm sure that
most people probably have varying degrees of sensitivities at
different times.  If I have a cold I'm MUCH more susceptible to the
reaction than when I'm healthy (as proven today - when I'm stuffy but
for some silly reason I still gave in and decided to have the BBQ
chips ;}).

> From: kiran@village.com (Kiran Wagle)

> Because too many of you (generic rhetorical 'you,' not 'you Cathy') go
> around calling this ""Chinese restaurant syndrome,"" thus suggesting to the
> people you complain to that you experience this ONLY from Chinese food. 
> MSG is prevalent in a LOT more things than Chinese food--thats why I
> suggested calling this ""Diner syndrome.""  

Cathy doesn't - I haven't saved all my postings but I NEVER called it
""chinese restaurant syndrome"" and I NEVER stated I got it only from
Chinese food.  I just thought it would be easiest to conduct my
personal test at a Chinese take out place that I knew would hold (or
not hold) the MSG.  I can't call up whoever makes Doritos and ask them
to make me ONE back of chips without MSG.

> On the other hand, if one complains about potatoes from a mix, or
> restaurant spice mixes, I'm going to believe them, and if anyone says they
> got (MSG-)sick after eating too many barbecue potato chips at a party, I'm
> REALLY going to believe them.  

Well, I believe I mentioned that in an earlier post 

Let's see you wrote this message at

Date: 20 Apr 1993 00:09:31 -0500

but on 

Date: 19 Apr 1993 16:33:18 GMT

I wrote:

> >Has anyone had an MSG reaction from something *other than* a
> >Chinese restaurant?  

> LOTS of times - that's why it was so hard for me to pin down.  I
> would probably have been EASIER if I'd only have the reaction in a
> certain type of restaurant but I've had the reaction in Chinese
> restaurants and Greek restaurants and Italian restaurants and Steak
> places (I can tell you when a steak joint uses Accent to tenderize
> their meat).   

OH - and just in case anyone thinks I'm prejudice against either
Chinese food or Asian people - I'm not going home to cook some Chinese
food for the guy I'm marrying next week.  Incidentally, his last name
is Wu.

SO STOP IT WITH THE FLAME MAIL

--
Why does a woman work ten years to change a man's habits and then 
complain that he's not the man she married?    
  -- Barbra Streisand",alt.atheism,1
DOC_0791,"In article <1r35oe$hqd@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank O'Dwyer) writes:
|> In article <1r2kt7$6e1@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
|> #In article <1qugin$9tf@horus.ap.mchp.sni.de>, frank@D012S658.uucp (Frank O'Dwyer) writes:
|> #|> In article <1qkogg$k@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
|> #|>
|> #|> #And in that area, what you care about is whether someone is sceptical,
|> #|> #critical and autonomous on the one hand, or gullible, excitable and
|> #|> #easily led on the other.
|> #|> 
|> #|> Indeed I may.  And one may be an atheist and also be gullible, excitable
|> #|> and easily led.
|> #|> 
|> #|> #I would say that a tendency to worship tyrants and ideologies indicates
|> #|> #that a person is easily led.   Whether they have a worship or belief 
|> #|> #in a supernatural hero rather than an earthly one seems to me to be
|> #|> #beside the point.
|> #|> 
|> #|> Sure.  But whether or not they are atheists is what we are discussing,
|> #|> not whether they are easily led.  
|> #
|> #Not if you show that these hypothetical atheists are gullible, excitable
|> #and easily led from some concrete cause.   In that case we would also
|> #have to discuss if that concrete cause, rather than atheism, was the
|> #factor that caused their subsequent behaviour.
|> 
|> I'm not arguing that atheism causes such behaviour - merely that
|> it is not relevant to the definition of atheism, which is 'lack of belief in 
|> gods'.  

Throw away the FAQ.   We can all just ask Mr O'Dwyer, since he can
define the thing that the rest of us only talk about.",sci.med,0
DOC_0792,"In article <myers.735287742@peach.cs.scarolina.edu> myers@cs.scarolina.edu (Daniel Myers) writes:
>I am under the impression that MSG ""enhances"" flavor by causing the
>taste buds to swell.

No, that's not how it works.

>If this is correct, I do not find it unreasonable
>to assume that high doses of MSG can cause other mouth tissues to swell.

This may be through a different mechanism.

>Also, as the many of the occurances (including two of the above)
>involved beef, and as beef is frequently tenderized with MSG, this is
>what I suspect as being the cause.

Tenderizing beef involves sprinking or marinading it in papain, an enzyme.
""Meat tenderizer"" packets might contain papain and MSG and seasonings, but
MSG doesn't act as a tenderizer.",alt.atheism,1
DOC_0793,"In article <1993Apr16.211458.1@eagle.wesleyan.edu>
kmagnacca@eagle.wesleyan.edu writes:
 
(deletion)
>Nope, Germany has extremely restrictive citizenship laws.  The
>ethnic Germans who have lived in Russia for over 100 years
>automatically become citizens if they move to Germany, but the
>Turks who are now in their third generation in Germany can't.",sci.med,0
DOC_0794,"We're about to have our first baby, and have a few questions that we
dont seem to be able to get answered to our satisfaction. 

Reguarding having a baby boy circumsized, what are the medical pros
and cons?  All we've heard is 'its up to the parents'.

How about the pregnant woman sitting in a tub of water?  We've heard 
stories of infection, etc.  How about after the water has broken?",alt.atheism,1
DOC_0795,"Probably within 50 years, a new type of eugenics will be possible.
Maybe even sooner.  We are now mapping the human genome.  We will
then start to work on manipulation of that genome.  Using genetic
engineering, we will be able to insert whatever genes we want.
No breeding, no ""hybrids"", etc.  The ethical question is, should
we do this?  Should we make a race of disease-free, long-lived,
Arnold Schwartzenegger-muscled, supermen?  Even if we can.



-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""",alt.atheism,1
DOC_0796,"I'm surprised nobody mentioned that twitching of the eyelid can be a
symptom of an infection, especially if it also itches or stings.
(It happened to me, and antibiotic eyedrops cleared it up nicely.)",alt.atheism,1
DOC_0797,"In article <1993Apr17.125545.22457@rose.com> ron.roth@rose.com (ron roth) writes:
>
>   OTOH, who are we kidding, the New England Medical Journal in 1984
>   ran the heading: ""Ninety Percent of Diseases are not Treatable by
>   Drugs or Surgery,"" which has been echoed by several other reports.
>   No wonder MDs are not amused with alternative medicine, since
>   the 20% magic of the ""placebo effect"" would award alternative 
>   practitioners twice the success rate of conventional medicine...

1: ""90% of diseases"" is not the same thing as ""90% of patients"".

   In a world with one curable disease that strikes 100 people, and nine
   incurable diseases which strikes one person each, medical science will cure
   91% of the patients and report that 90% of diseases have no therapy.

2: A disease would be counted among the 90% untreatable if nothing better than
   a placebo were known.  Of course MDs are ethically bound to not knowingly
   dispense placebos...",alt.atheism,1
DOC_0798,"In article <11820@vice.ICO.TEK.COM> bobbe@vice.ICO.TEK.COM (Robert Beauchaine) writes:
>From: bobbe@vice.ICO.TEK.COM (Robert Beauchaine)
>Subject: Re: some thoughts.
>Keywords: Dan Bissell
>Date: 15 Apr 93 18:21:21 GMT
>In article <bissda.4.734849678@saturn.wwc.edu> bissda@saturn.wwc.edu (DAN LAWRENCE BISSELL) writes:
>>
>>	First I want to start right out and say that I'm a Christian.  It 
>>makes sense to be one.  Have any of you read Tony Campollo's book- liar, 
>>lunatic, or the real thing?  (I might be a little off on the title, but he 
>>writes the book.  Anyway he was part of an effort to destroy Christianity, 
>>in the process he became a Christian himself.
>
>  This should be good fun.  It's been a while since the group has
>  had such a ripe opportunity to gut, gill, and fillet some poor
>  bastard.  
>
>  Ah well.  Off to get the popcorn...
>
>/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 
>
>Bob Beauchaine bobbe@vice.ICO.TEK.COM 
>
>They said that Queens could stay, they blew the Bronx away,
>and sank Manhattan out at sea.
>
>^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
I hope you're not going to flame him.  Please give him the same coutesy you'
ve given me.",sci.med,0
DOC_0799,"In article <1993Apr12.201056.20753@ns1.cc.lehigh.edu> mcg2@ns1.cc.lehigh.edu (Marc Gabriel) writes:

>Now, I'm not saying that culturing is the best way to diagnose; it's very
>hard to culture Bb in most cases.  The point is that Dr. N has developed a
>""feel"" for what is and what isn't LD.  This comes from years of experience.
>No serology can match that.  Unfortunately, some would call Dr. N a ""quack""
>and accuse him of trying to make a quick buck.
>
Why do you think he would be called a quack?  The quacks don't do cultures.
They poo-poo doing more lab tests:  ""this is Lyme, believe me, I've
seen it many times.  The lab tests aren't accurate.  We'll treat it
now.""  Also, is Dr. N's practice almost exclusively devoted to treating
Lyme patients?  I don't know *any* orthopedic surgeons who fit this
pattern.  They are usually GPs.
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon.""",alt.atheism,1
DOC_0800,"In article <1993Apr21.143910.5826@wvnvms.wvnet.edu> 
pk115050@wvnvms.wvnet.edu writes:
> My girlfriend is in pain from kidney stones. She says that because she 
has no
> medical insurance, she cannot get them removed.
> 
> My question: Is there any way she can treat them herself, or at least 
mitigate
> their effects? Any help is deeply appreciated. (Advice, referral to 
literature,
> etc...)
> 
> Thank you,
> 
> Dave Carvell
> pk115050@wvnvms.wvnet.edu

First, let me offer you my condolences.  I've had kidney stones 4 times 
and I know the pain she is going through.  First, it is best that she see 
a doctor.  However, every time I had kidney stones, I saw my doctor and the
only thing they did was to prescribe some pain killers and medication for a
urinary tract infection.  The pain killers did nothing for me...kidney stones
are extremely painful.  My stones were judged passable, so we just waited it
out.  However the last one took 10 days to pass...not fun.  Anyway, if she
absolutely won't see a doctor, I suggest drinking lots of fluids and perhaps
an over the counter sleeping pill.  But, I do highly suggest seeing a doctor.
Kidney stones are not something to fool around with.  She should be x-rayed 
to make sure there is not a serious problem.",alt.atheism,1
DOC_0801,"In article <j0=5l3=@rpi.edu>, johnsd2@jec322.its.rpi.edu (Dan Johnson) writes:
>In article 143048IO30436@MAINE.MAINE.EDU, <IO30436@MAINE.MAINE.EDU> () writes:

Dan Johnson-

You don't know me, but take this hand anyway.  Bravo for GO(DS) = 0. 
Beautiful!  Simply beautiful!",sci.med,0
DOC_0802,"In article <1qhu7s$d3u@agate.berkeley.edu> spp@zabriskie.berkeley.edu (Steve Pope) writes:

   It's worse than that -- there *is* no such thing as
   a double-blind study on the effects of MSG, by
   virtue of the fact that MSG changes the taste of food in
   a characteristic way that is detectable by the subject and
   that cannot be duplicated by a placebo.

Common! You can easily disguise  to flavor of  MSG by putting  it in a
capsule. Then,  the  study  becomes  a  double  blind of  MSG capsules
against control  capsules (containing exactly  the same contents minus
the MSG).
--",alt.atheism,1
DOC_0803,"One thing that I haven't seen in this thread is a discussion of the
relation between IBD inflammation and the profile of ingested fatty
acids (FAs).

I was diagnosed last May w/Crohn's of the terminal ileum. When I got
out of the hospital I read up on it a bit, and came across several
studies investigating the role of EPA (an essentially FA) in reducing
inflammation. The evidence was mixed. [Many of these studies are
discussed in ""Inflammatory Bowel Disease,"" MacDermott, Stenson. 1992.]

But if I recall correctly, there were some methodological bones to be
picked with the studies (both the ones w/pos. and w/neg. results). In
the studies patients were given EPA (a few grams/day for most of the
studies), but, if I recall correctly, there was no restriction of the
_other_ FAs that the patients could consume. From the informed
layperson's perspective, this seems mistaken. If lots of n-6 FAs are
consumed along with the EPA, then the ratio of ""bad"" prostanoid
products to ""good"" prostanoid products could still be fairly ""bad.""
Isn't this ratio the issue?

What's the view of the gastro. community on EPA these days? EPA
supplements, along with a fairly severe restriction of other FAs
appear to have helped me significantly (though it could just be the
low absolute amount of fat I eat -- 8-10% calories).",alt.atheism,1
